,class
123636,0
87535,0
99368,0
68445,1
22389,1
96969,0
79203,1
91471,0
132852,0
122749,1
82913,0
115384,1
119354,0
59216,1
45106,0
101927,0
12796,1
114934,0
70543,0
41435,0
78199,0
60289,0
6585,1
110240,1
132914,0
60107,0
102259,0
52293,0
67530,0
14392,0
127171,0
117038,1
25742,1
34318,1
87064,0
78048,0
43097,0
118473,1
29550,0
23604,0
24563,0
96852,1
40423,0
47008,0
13402,1
54546,0
62906,0
100168,0
57137,1
77838,0
5931,0
9190,0
97835,0
112934,0
102785,1
68114,1
57084,0
91647,0
82986,1
136628,1
99018,0
86120,0
75883,1
25555,0
8617,1
28962,0
33627,1
1024,0
134144,0
35981,0
134838,1
124826,0
108994,1
121387,1
126307,0
40501,0
38209,1
33593,0
115605,1
125600,0
42651,0
86795,0
63009,0
56536,0
85527,0
73259,1
21397,1
35838,0
73191,1
133031,0
96656,1
98763,0
134614,0
5478,0
111955,0
98738,1
23809,0
28080,0
58947,0
32584,1
51059,1
59065,0
15438,1
120896,1
46432,1
101343,0
51736,0
57245,0
67581,1
31892,0
51253,0
121638,1
20411,1
6113,0
51655,1
54797,0
129557,0
43780,0
54808,1
128849,0
54005,0
123871,0
102481,1
40517,1
88833,0
16619,1
121035,0
103832,0
112266,1
52377,0
51660,1
96832,1
98762,0
106340,0
3951,1
63680,1
94096,1
115221,0
103153,0
22025,0
130716,0
96508,0
21127,0
14913,0
53373,0
52286,1
124647,0
20540,1
45357,1
131687,0
105030,1
14691,1
17727,0
123031,0
54289,0
38518,0
120336,1
53490,0
71802,1
120837,1
101331,0
72617,0
81115,0
111539,0
135798,1
96921,0
17389,1
100677,1
27243,1
18357,0
101049,0
91894,0
85843,0
34962,1
51721,1
124571,0
106138,1
134692,0
60908,0
1727,0
52213,0
99221,1
87895,0
100715,1
56409,1
124974,1
6885,1
136186,0
78793,0
27190,0
58718,0
81652,1
22801,1
116295,0
95634,0
25851,0
106644,1
98726,0
25629,0
67498,0
108132,0
62364,0
56557,0
114880,0
52416,1
11887,0
53458,0
37710,0
4901,0
27748,1
130577,0
41966,1
35748,0
4104,0
112353,1
38695,0
52537,1
40117,0
23073,0
105492,1
71037,0
39710,0
93670,1
48011,1
70387,0
33629,0
132032,0
79951,0
110703,1
36482,0
89774,0
34611,0
73425,0
102534,1
98081,0
25291,1
2480,1
40627,0
101111,1
39473,1
60623,1
41168,0
126058,0
137082,0
19681,0
48174,1
70986,0
51340,1
53684,1
27391,0
121250,0
127639,1
76719,0
34101,0
122537,1
134400,0
134808,1
92797,0
95982,1
110128,1
100905,1
103237,1
130609,0
9905,1
43479,0
87090,0
103106,0
49987,0
48308,0
3233,1
93837,0
136048,1
117333,0
14305,0
109239,1
104021,0
19321,0
116138,0
29739,0
95078,0
24734,1
53129,0
121573,1
102814,0
127194,1
114663,0
108477,1
99541,0
46527,0
41759,0
126133,0
17493,1
49720,0
29731,1
136909,1
126275,1
2254,1
14780,0
20198,1
135389,0
7984,0
67475,1
17669,1
102067,0
129305,0
35660,1
101876,0
13844,0
119654,0
131462,0
66895,0
27575,0
66856,0
72545,1
65325,0
107872,0
135141,1
131947,0
54976,0
11659,1
93983,0
124629,1
135128,0
112605,0
44210,0
58439,0
62684,0
97036,1
62884,1
134969,0
84642,0
28334,0
20171,0
98053,1
24030,0
34133,0
73592,0
77747,1
7995,0
96189,1
62160,0
34505,0
128488,0
95266,1
8787,0
111026,0
5031,0
11793,0
75405,1
88333,0
126121,1
26078,0
101522,1
48582,1
110260,1
39111,1
4656,0
107475,1
77695,1
117534,0
28210,1
110381,1
33315,0
78598,1
69214,1
94550,0
109134,0
101738,0
97456,1
125680,0
99059,1
126984,1
24122,1
83317,0
52390,1
106369,1
35405,1
39372,0
62206,0
98743,0
68126,0
58989,0
136369,0
81662,0
78770,1
130285,0
33188,0
43194,0
107213,0
1745,0
37504,0
46200,1
20292,0
117544,1
44722,1
64600,0
73221,1
102044,1
94875,0
13816,0
74747,0
131217,0
106240,0
25758,1
31671,1
94613,1
35142,0
49617,0
105576,1
85045,0
53481,0
78336,1
81724,1
7632,0
43117,1
92407,0
37844,0
108039,0
11226,0
136374,1
102492,0
76373,1
60346,0
10429,0
126737,1
105875,0
122790,1
85107,0
47374,1
53883,0
128149,1
65410,0
110410,0
112209,1
38130,1
126243,0
2736,0
99508,1
84262,0
51311,1
55563,1
17090,0
102693,1
76995,0
40322,1
77810,0
19072,0
96900,0
17488,1
127383,0
120557,1
109108,1
116616,1
44332,1
8177,0
77083,1
90198,1
26537,1
30622,0
51666,0
78528,0
106161,1
114188,1
114261,1
540,0
80319,1
5913,1
64529,1
19429,0
29886,0
22453,0
76024,0
126726,1
35079,0
101191,0
32768,1
70721,0
101411,0
52681,0
94828,0
100863,0
110218,0
60164,1
74989,0
43394,1
8550,1
66828,1
64555,0
11120,0
100627,0
9623,1
85637,0
109447,0
92152,0
5241,0
61897,1
130146,1
58361,1
121254,1
46564,1
22336,1
6407,0
66495,0
80495,1
74505,1
7482,1
20787,1
1792,1
16704,1
133834,1
291,1
44462,1
11140,0
64208,0
113685,0
112986,0
137297,1
79042,0
2627,0
95037,1
125335,1
36696,0
79044,1
93932,1
77778,0
22090,1
5507,1
37088,1
65362,0
22926,0
3235,1
133030,1
54636,1
62255,1
135297,0
137191,0
131594,0
67852,1
134781,0
48653,0
132193,1
126614,0
36507,0
92242,1
121357,1
94249,1
57199,0
74523,0
21647,1
49405,1
112872,0
50132,0
12718,0
128642,0
119551,1
67111,1
71043,0
66768,1
104320,1
25186,0
10263,1
120344,0
30956,1
119940,1
18206,0
67731,0
94532,1
63445,0
122568,1
50990,1
2249,1
44992,0
19177,1
1970,1
65860,0
73427,0
6980,1
101505,1
41892,1
110211,0
40545,0
128336,0
55357,0
131361,0
115237,1
56913,1
44927,1
131557,0
60333,1
83481,1
75236,1
87792,0
112900,0
33704,1
111112,0
35991,0
133489,1
136196,0
5763,0
88121,0
21981,0
105088,1
81202,1
124261,0
88536,1
133682,1
28942,1
121787,1
73477,1
1966,0
14110,0
35214,0
19708,0
102639,0
72872,0
56573,1
13553,0
131093,0
60187,0
88585,1
103077,1
29106,1
11615,0
106509,1
15066,0
10425,0
113909,1
48713,0
40804,1
60894,0
99857,0
63954,1
44515,0
104434,1
109272,0
118093,1
85885,0
46382,0
2904,1
99900,0
18876,1
87308,0
47981,1
21051,0
23645,0
58329,0
87649,1
50331,1
11245,1
21351,0
62136,1
118364,1
9437,0
25501,0
87074,0
39817,0
111551,0
28483,1
110183,0
95299,0
90813,0
93221,1
92391,1
129937,1
53264,0
68283,1
31588,0
59637,1
98347,0
99125,0
90383,1
62598,1
1521,1
133382,0
45674,0
3768,1
104690,1
27397,0
31613,0
45313,0
114089,0
80648,1
17372,1
47360,1
10743,1
31849,0
109884,1
85015,1
37906,1
122851,0
72584,0
117185,0
8311,0
34930,0
47924,1
96586,1
85203,1
50019,0
137800,1
115096,1
56769,0
59098,1
134040,1
59801,1
74624,1
93301,0
22041,0
107649,1
9699,0
136794,0
123002,0
86915,0
136245,0
106949,0
64041,1
47930,1
62701,1
119820,1
49054,0
20010,0
76480,1
26555,0
98104,0
34781,0
94919,0
104141,1
110357,1
13956,0
29255,0
40188,0
90501,0
53744,0
81389,0
9125,0
36421,0
84406,0
24988,0
68361,0
60315,0
31871,1
65461,1
90839,0
106629,0
113695,0
85306,1
71155,0
100710,1
18995,0
9522,1
83784,1
101028,0
88325,0
3029,1
63168,1
118626,1
13173,0
101999,1
83566,0
135678,0
77748,1
119075,1
69577,1
22281,0
108280,0
27186,0
3919,0
90802,0
134771,1
106419,0
128596,0
86489,0
128671,1
94406,1
29382,0
118351,0
91812,0
23505,0
35118,0
4643,0
42362,1
22401,0
87067,0
110805,1
71661,0
99604,0
105343,0
33692,1
106003,1
117432,0
88444,1
26994,1
24713,1
128165,1
6788,0
63881,0
74977,1
91306,0
91788,0
123923,0
8453,0
88580,0
82643,1
11581,1
64911,0
108171,0
12710,1
34186,0
30304,1
89512,0
5737,1
41089,0
117458,0
63742,1
58077,1
134412,0
47340,0
94329,0
122566,0
76642,0
128292,0
70798,0
113863,0
137669,1
29101,0
124939,0
102926,1
44609,1
136436,0
63135,0
26525,1
39918,1
48570,0
57993,0
22024,0
119658,1
11717,0
81936,0
106071,0
87356,0
65921,0
52406,1
136601,1
50388,1
73755,0
110746,1
48699,0
71655,1
67553,0
80694,0
61261,0
28532,0
76674,0
53718,0
102159,0
93078,1
77958,0
49039,0
121024,1
43838,1
74442,1
88693,0
100244,0
22112,0
40710,0
127087,0
27114,0
87845,0
38267,0
59175,1
130561,1
23022,0
55010,1
4872,1
61685,1
55844,1
102600,0
107225,1
65648,0
63173,1
121604,0
61863,0
91173,0
76516,0
78406,0
136739,0
16120,0
108935,0
39406,1
103949,1
21316,0
86832,0
16685,1
9256,1
19606,0
52903,0
56440,1
103532,1
11507,1
83345,0
5729,0
59288,1
1493,0
66651,0
78036,1
32840,1
108491,0
1125,0
48138,0
44635,0
37888,1
77336,1
63894,0
57914,0
72636,0
28876,0
8650,0
5411,1
80972,1
112157,0
42276,1
86125,1
92501,0
27754,0
32595,0
127581,0
52006,1
38184,1
103068,0
107561,0
61783,1
67071,1
99012,0
83927,1
2891,1
16728,1
79595,1
53282,1
105107,1
111759,0
10821,1
111289,0
109405,0
4233,1
86627,0
126845,0
106459,0
22073,1
60563,1
122211,0
26238,1
27145,0
96294,1
82405,1
8500,0
47938,0
86609,0
112286,1
42929,1
117586,1
30802,0
84209,0
98673,0
46174,1
9403,0
3839,0
20936,1
9832,0
114659,1
17022,0
51708,0
101226,0
79496,1
133163,0
74572,0
20286,0
70717,1
117143,0
92268,0
54400,0
7790,0
111481,0
56850,0
134247,1
28381,0
85084,0
30684,0
111004,1
125620,0
38117,1
77855,0
106536,1
90154,0
89003,0
87331,1
108074,0
115345,1
122886,0
66264,0
120747,1
90668,1
18430,0
19247,1
119843,0
92357,0
102591,1
133540,1
1326,0
92806,0
97800,0
49514,1
126474,0
60197,0
132563,0
40531,0
102940,0
69867,0
20926,0
9968,0
62836,0
51193,1
24441,0
126227,1
110789,0
33496,1
70491,1
48945,0
134574,0
18272,1
64432,1
125904,1
53062,1
5754,0
93864,1
84519,1
46623,1
36831,0
20549,0
54483,1
35831,1
122294,0
43996,1
63681,0
51815,1
1151,0
48168,1
43791,0
125624,0
14328,0
122774,0
115890,1
87542,1
76912,0
35112,1
99963,0
27146,1
95629,1
65218,1
105859,0
59340,1
63589,1
58318,0
28007,0
67177,1
117947,1
19773,1
25636,0
63833,0
36676,0
61578,0
115552,1
118265,0
75411,1
28427,0
69511,0
39825,0
57725,0
49190,0
92142,0
58819,1
112780,0
122118,0
94690,0
8352,0
116525,1
38828,0
19161,1
31437,1
94337,1
46821,0
69638,0
49813,1
101742,0
839,0
64559,0
53695,0
32785,0
111912,0
58336,0
123415,0
1147,1
116062,1
61205,0
29768,0
113191,0
98148,1
36051,0
135823,1
82805,0
135539,1
136650,0
50416,0
43800,0
133536,0
69361,1
105852,0
121328,0
95245,0
8472,0
37891,1
72707,0
80642,0
103040,1
19396,0
81804,0
104656,1
85293,1
48996,1
35914,1
94733,0
10960,0
69668,0
71578,0
104175,1
108765,0
135452,0
57136,1
50118,0
7664,0
135228,1
122680,0
8886,1
123051,1
3182,0
51808,0
134627,0
137121,0
125446,1
84281,1
110676,1
23860,0
98657,1
59736,0
85944,0
24537,1
75997,0
5499,0
51302,0
110963,0
61108,0
40932,1
51568,0
50411,1
40421,0
112742,1
132002,0
135892,1
135878,1
83525,1
11453,1
7272,1
132625,1
112593,0
107303,1
49082,0
110069,1
84001,1
121988,1
8367,1
73008,0
83972,1
35533,1
121834,1
117400,1
54788,0
20228,0
78949,0
9357,1
73808,0
56662,1
118077,0
129747,1
31783,0
119308,0
119404,1
89198,0
122924,1
67654,0
8194,0
15495,0
51806,0
8529,0
68912,0
56039,1
56818,0
109093,1
92823,0
59077,0
29158,0
122621,0
108521,0
47623,0
36552,1
22711,0
87110,0
3537,0
105856,0
118923,0
93272,1
132450,0
88951,1
114792,1
124347,0
71440,0
21936,1
66918,1
96943,0
121943,0
41329,0
1471,1
63942,1
109160,1
116186,0
40049,0
117295,0
107627,0
130741,0
67214,1
12694,1
84929,0
13967,0
110250,1
38648,1
118694,0
118088,1
4203,0
56488,0
103785,0
21712,1
104111,0
40380,0
13715,1
84748,0
18779,0
34739,0
60634,1
100016,1
110031,0
95764,0
55509,0
15344,1
107408,0
127892,0
74214,1
127153,0
10352,0
25608,0
21095,0
4426,0
105975,0
34392,1
76633,0
135485,0
136524,0
134825,0
103184,0
6818,0
27076,0
4649,0
61411,1
6693,0
123289,0
57805,0
127691,1
93074,1
18164,0
59157,1
83490,1
109071,0
108626,0
97815,1
25687,0
13914,0
73351,0
19027,1
39305,0
101597,1
59459,0
15035,0
45636,0
117498,0
112632,1
82794,0
36886,0
107929,1
106390,0
125517,0
105724,0
93783,0
5855,1
8583,1
16188,0
95860,1
15947,0
3424,1
75056,1
49409,0
131716,0
43260,0
133228,0
71916,0
109069,0
15219,1
78885,0
133467,0
58822,0
50095,0
94355,0
122705,0
74526,0
39370,0
34292,0
32993,1
136372,0
133059,0
10975,0
15212,0
34905,1
118136,0
46356,0
53027,1
46643,0
57385,0
109004,0
103208,0
72802,0
85279,0
44979,0
121856,0
49882,1
105123,0
67788,0
118716,0
110456,0
98221,1
78271,0
120603,0
12190,1
24510,0
53560,1
69476,0
60287,0
25221,0
23368,1
124009,1
78508,0
87851,1
132460,0
25010,1
24814,1
136133,0
1387,0
99607,0
127398,0
112339,0
27184,0
17884,0
74548,1
12847,1
32526,0
27827,1
64745,1
88636,0
117051,1
51461,1
62096,0
64446,1
26475,0
127958,0
67833,1
127219,0
21586,1
111236,1
104425,1
18852,0
60522,1
106100,0
110538,1
104247,1
127314,0
26101,0
91549,0
111813,0
15789,0
11865,0
46299,1
137383,0
32361,1
104866,0
41399,0
35488,1
86389,0
90993,0
96796,0
51812,0
18945,1
35924,0
116454,1
128113,0
31739,0
14519,0
118249,0
26318,0
39881,0
101997,0
93705,1
116378,1
27119,1
24251,0
74496,1
93903,0
77188,0
118529,1
123875,0
21815,1
19026,0
20684,0
99586,1
2598,0
33660,1
4299,0
67850,0
52951,0
86344,1
12487,0
64458,0
63004,1
16342,1
73989,1
54849,0
37181,0
108079,0
113511,0
33004,0
115579,0
82743,1
76745,0
17647,1
117283,0
79687,0
18766,0
105539,1
32817,0
130279,1
29982,0
1898,0
7996,0
131711,0
4522,1
127008,1
107983,0
127422,1
1773,1
107569,1
81001,0
34817,0
62225,0
35458,1
86537,1
44263,1
112352,1
31258,1
112682,1
4614,1
91753,0
2102,1
122609,1
22000,1
81925,0
117742,0
123732,1
52619,0
23815,0
101495,0
23203,0
114560,1
69645,1
34627,0
44409,0
17917,0
69718,1
93756,1
77927,0
91782,1
129589,0
78065,1
63649,0
118475,0
57274,0
105222,0
88979,0
110761,0
93854,1
84097,1
58720,0
111179,1
111775,1
25727,0
45003,0
20547,1
105620,1
66232,0
82932,0
10768,0
54962,1
113852,0
27414,0
79476,1
40866,0
44650,0
14849,1
102051,1
116377,1
49280,0
137340,0
32952,0
34099,0
118353,1
90199,1
17913,0
39465,1
41976,1
136138,0
76679,0
135388,1
53117,0
423,0
24941,0
40438,1
28909,0
79481,0
5704,0
43546,0
50769,0
35902,0
56853,0
46732,0
131384,0
4939,0
71647,0
136098,0
36654,0
120929,0
40087,0
82749,0
91318,0
82232,0
123327,1
104358,1
62773,0
127203,0
25737,0
11045,1
18592,1
83733,0
135102,1
91555,0
62854,0
51203,0
49517,1
9469,0
73730,0
47633,1
114694,1
78551,1
9303,1
23495,0
31453,0
89446,1
28669,0
77728,0
130753,1
68927,0
7097,0
118445,1
36098,0
16285,0
132991,1
61357,0
131119,1
73742,0
133960,0
135846,0
77650,0
24940,1
137313,0
136087,0
123801,1
24374,0
129632,1
87056,0
107379,0
126762,1
58098,1
10373,0
43663,0
98901,1
35105,0
69338,0
33727,0
80175,1
133839,1
127544,0
42736,0
99921,1
13048,0
129896,0
65801,1
129964,0
110229,1
6936,0
89996,1
62762,1
32218,0
67077,0
136131,0
6078,0
68426,1
97020,0
87961,0
34648,0
93313,0
99336,0
63613,1
43716,0
79349,1
130258,0
32857,1
126093,0
99592,0
71795,0
94179,1
77347,0
39413,0
129590,1
117596,1
12257,1
17278,1
4320,0
65350,0
48906,0
54277,0
65662,0
42184,1
34270,1
104307,1
127934,0
79093,0
133075,0
38485,0
111591,0
89998,0
85833,0
105501,1
32856,0
63075,0
27237,0
37874,0
92528,0
89992,0
122009,0
112939,1
34839,0
52307,1
122018,0
99145,1
54399,1
36322,0
20614,1
47847,1
130092,1
95446,0
61542,0
25879,0
83988,1
22305,1
36928,0
68903,0
32652,0
109416,0
131506,0
26371,1
2753,0
9767,0
70851,0
123032,0
58770,0
4827,0
62156,0
69865,1
35062,0
52956,0
76324,1
13819,0
128013,1
109573,0
70207,0
97478,0
38068,0
84273,0
106347,0
131377,0
132636,1
33598,0
30300,1
86727,1
67289,0
69688,0
104214,0
137774,1
74509,1
52789,0
38272,0
115813,0
28558,0
58270,1
79353,0
24633,0
101300,1
52910,1
59378,1
98744,0
58377,1
81908,0
71876,1
101418,0
50272,0
61755,1
8995,0
38749,1
23209,1
37503,1
100232,0
13782,1
133076,0
8137,0
45608,1
29387,1
94779,1
76475,1
35538,0
6915,0
87318,0
63205,0
83667,1
73200,1
118081,1
107138,0
137131,0
76602,1
10094,0
107367,1
51336,0
37910,0
98712,0
98165,0
86242,1
16771,0
132987,0
5192,0
108462,0
68655,0
38256,1
135034,0
19857,1
27576,0
107402,1
16516,0
102611,0
82068,0
106832,0
48985,0
6579,0
40847,1
63077,1
98110,1
75775,1
58702,0
39566,0
30415,0
98277,1
83515,0
48818,1
64628,1
13016,0
89477,0
80480,1
38019,0
45334,1
81742,1
18124,1
82220,1
5765,0
80687,0
71457,0
8041,0
135116,1
44114,1
122338,0
99317,0
553,0
79315,1
4950,1
12842,1
65518,1
35038,1
133237,1
61097,0
44275,0
54114,0
93661,1
95034,0
115615,1
116458,1
131267,1
14248,0
70634,0
21104,1
109441,0
33700,0
20573,1
17760,0
52194,0
36746,0
98536,1
52524,0
63380,0
72785,1
13609,0
93044,1
93803,0
123754,0
73193,0
125380,0
119235,0
126146,1
97238,0
137447,1
105887,1
20335,1
75555,0
87412,0
74911,0
55959,1
18829,0
113384,0
112649,0
342,1
78093,0
135854,1
115598,0
11892,1
44799,1
4296,0
55117,1
86767,0
65088,0
60557,0
50704,0
28855,1
123153,1
22202,0
4904,1
65792,0
51301,1
28057,1
11272,1
67712,0
129017,0
15613,1
86614,1
50703,1
9908,0
130706,0
121811,0
83990,0
29930,1
108480,0
106659,0
51525,1
91773,1
32318,0
123216,1
6319,0
15768,1
123813,0
39781,0
42433,0
17220,1
90920,0
117529,1
117717,0
38799,1
65931,0
131486,0
72143,0
130299,0
104337,0
45711,1
122372,0
56943,0
51596,0
26086,0
114786,0
10744,0
47792,0
72702,1
14995,0
33300,0
93845,1
22395,0
132332,0
4931,0
104443,1
98261,0
91533,0
41514,1
113056,0
17867,1
133870,1
90674,0
82728,1
75984,1
129664,0
53176,1
133780,0
123526,1
106983,1
46855,0
89242,1
117092,1
95387,1
96152,1
11085,0
112810,0
94289,0
58880,0
90917,0
86323,0
43578,1
43981,1
62167,0
19207,0
31248,1
85884,0
18412,0
37470,0
104563,0
71000,1
59280,1
8474,0
6993,0
101256,0
43259,1
94944,1
118338,0
5686,0
89433,0
81368,0
78787,0
72315,0
56873,1
4543,0
64140,1
10709,0
14725,1
21422,0
89961,1
91664,1
98510,0
103778,1
62269,0
65577,1
80396,0
104365,0
3038,0
115772,0
16989,1
89187,0
77948,0
51680,0
24184,1
87888,1
61060,1
110398,0
90069,1
45165,0
49020,0
74155,0
115091,0
41875,1
5620,1
119679,1
98412,0
137118,0
53425,0
1514,1
73434,0
127671,1
117360,1
104362,0
52443,0
130341,1
23170,0
134635,0
133894,0
91694,0
56460,1
32479,0
53596,1
44563,0
10219,0
128076,0
25385,1
23840,1
54039,1
53075,0
79993,1
74182,0
51035,1
28368,1
87807,1
62000,0
79192,0
101027,0
65194,0
133514,0
125630,0
83176,1
44055,0
123610,1
134582,1
8737,0
58874,0
87564,0
8202,0
111533,1
111272,1
72880,0
116840,0
110663,0
107141,0
99912,0
20495,1
15309,1
854,0
57971,1
110286,0
20807,0
114738,0
55692,1
21015,1
121667,1
132729,0
66741,1
114335,0
85680,1
51860,0
115620,0
37708,1
5210,1
27461,0
113722,1
94642,0
90058,0
9920,0
47334,0
125391,0
14185,0
129254,1
35568,1
12627,1
92926,1
36714,0
45719,1
73013,0
26449,0
116793,0
72135,0
117320,1
48037,1
39169,0
49459,0
77600,0
68937,0
73967,0
7874,0
19336,0
53046,1
125849,0
57649,0
135202,0
7899,1
96785,0
35328,0
13110,0
121288,0
33121,0
61732,0
44119,0
68252,1
1003,0
72672,0
11994,0
13605,0
97690,1
115590,0
118199,0
93887,1
12472,1
129444,1
8317,1
115416,1
48530,1
28217,0
129267,1
5633,0
54137,0
97733,0
77779,0
9694,1
38286,0
82156,1
126956,0
1691,0
112947,0
81803,0
16170,0
16304,0
102790,1
67252,0
24296,0
131811,1
14912,0
33938,0
116945,0
127662,0
77084,0
38936,0
121587,0
106941,1
28170,0
40386,1
11020,0
74897,0
56756,0
87996,1
16371,0
123223,1
1846,0
126128,0
108536,1
26247,0
64174,0
89014,0
11813,0
34261,0
42033,1
127372,0
98119,0
74204,0
85876,1
15175,0
4016,1
72664,1
99588,1
46828,1
12888,0
42938,1
20260,0
108106,0
81019,0
21892,0
34169,1
125544,0
121817,1
98785,0
131640,0
22750,0
24540,0
79331,0
116601,0
68247,1
57785,0
116759,0
35311,0
105160,0
119876,0
12516,1
4681,1
43587,0
69429,0
111836,1
123067,1
126288,0
121064,1
80974,1
97353,0
61201,0
72990,0
136979,1
56189,0
10787,1
122442,1
111237,1
78983,0
25359,0
51719,0
3203,1
69018,0
4655,0
84653,0
69977,0
127429,1
10089,1
134747,1
67611,0
80850,0
73198,0
124628,0
88665,1
128826,1
36913,1
53345,1
48492,0
57712,0
57925,0
65301,1
103848,1
127178,0
115019,0
131571,0
64770,0
14797,0
43381,1
83353,0
134891,1
135554,1
35334,0
86145,0
65790,1
55466,0
88311,1
37560,1
103988,1
22758,1
42048,0
5849,0
113002,0
111131,1
34463,0
9185,0
60078,0
5588,1
5871,0
86625,0
56435,0
102713,1
2701,0
108127,0
124236,1
67088,0
34117,1
124092,0
24381,0
60568,0
90237,1
68238,1
104303,0
129755,0
52137,0
103614,0
121611,0
8364,0
47518,0
29225,0
60278,0
94812,0
106403,1
103120,0
123932,0
74736,1
130431,1
985,0
103519,0
5316,1
5022,1
1955,1
62091,0
71210,0
10447,1
126959,1
57894,0
56646,0
136653,0
111956,1
26474,0
61943,0
59474,0
60795,1
2693,0
87032,0
37527,1
34025,1
30878,1
90946,0
51183,1
48883,1
27785,0
113584,0
119162,1
92345,0
78985,0
72192,0
40424,0
62462,0
118050,1
102610,0
65160,0
74666,0
18896,1
32518,1
124069,1
78329,1
61990,0
23889,1
108235,1
134521,1
22687,1
18253,0
58447,1
83423,0
11860,1
98577,1
62574,0
65799,0
69815,0
20524,0
27193,1
11083,0
100924,0
42293,0
38138,0
2224,1
81636,0
84924,1
135687,0
103350,0
11599,0
68218,0
21808,0
58204,0
43701,1
91787,1
93371,1
115532,1
17448,1
24189,1
136004,1
92522,1
83498,1
43941,1
132404,0
59461,0
133761,1
59090,0
125073,1
33756,1
59767,0
95514,1
95981,0
43538,1
44152,0
53993,0
130007,1
50464,1
63330,1
69839,1
70683,0
121905,1
135246,0
63702,1
101280,0
91043,1
90087,0
40937,1
133225,0
44278,0
77756,0
60467,0
40243,0
106532,1
132818,1
130034,1
78780,0
67034,0
106970,1
23790,0
45474,1
131866,0
36665,1
104947,0
137016,0
100235,0
44478,1
30088,1
17521,1
27505,0
36458,0
20278,1
76372,0
75568,0
35807,0
97684,1
27719,1
44034,0
23138,0
54025,0
40203,0
33401,0
35094,0
101208,1
123037,0
136179,0
64791,1
126323,0
31037,0
10658,1
102766,1
99138,1
937,0
41703,0
95946,0
37344,0
74009,0
37222,1
1341,1
109310,1
100593,1
113967,1
91751,0
29919,0
96452,0
125277,0
33061,1
1063,0
70017,0
85070,0
105523,0
52516,1
123129,1
35907,0
65856,1
37046,1
75318,0
68666,0
108634,1
70519,1
83671,0
84554,1
87009,1
128549,0
14902,1
79204,0
41792,1
55685,0
28284,0
57081,0
75675,0
110496,0
90868,0
133090,0
3709,0
97115,0
129430,1
16720,0
28632,0
135230,0
7512,1
25903,0
88072,0
110089,1
76632,0
94352,1
19158,1
37729,0
59166,1
60584,1
13999,1
101608,0
134573,0
7806,0
32006,1
64623,0
81071,0
75458,0
133426,1
129563,0
51992,1
91027,1
84426,0
35021,0
84138,1
19960,1
95175,1
67502,1
133449,1
15810,0
14689,0
72657,1
72167,1
99496,0
75623,1
37604,1
51583,0
53795,0
108594,0
2784,0
24897,0
6496,0
136402,1
29380,1
31246,0
54398,0
134674,0
62195,1
70836,1
2396,0
30380,0
30686,0
100927,0
9811,1
131000,1
14020,0
114075,0
29417,0
50296,0
128734,0
85483,0
5215,0
91069,0
43309,0
32029,0
70209,1
5893,0
65215,0
89371,0
108627,0
106999,1
9804,0
34040,1
1318,1
46559,0
53099,0
760,0
60753,0
131981,1
22106,1
66424,0
78518,0
59155,1
96680,1
135819,0
47034,0
127746,0
30138,1
95155,0
61209,0
88332,0
6860,0
104088,1
61524,1
67311,0
18054,0
132409,1
4951,1
40168,1
63896,0
59615,0
8615,0
21217,0
82297,0
47506,0
75815,0
39502,0
136588,1
95678,0
93094,1
93560,0
283,0
103952,0
34993,0
104509,0
64639,1
9599,0
42992,1
54351,1
28449,0
126635,0
137475,1
43143,0
74095,0
79084,0
131864,1
73421,0
78840,0
53999,0
78632,0
117618,0
87967,0
121899,0
124283,1
44832,0
105749,1
125513,1
84704,0
92725,0
84626,0
9035,0
112813,0
14533,1
126504,1
130330,1
591,0
20039,0
72436,1
16984,0
3736,0
35063,0
26640,0
105173,1
71814,0
60499,1
11697,1
108035,0
118015,1
29700,0
40234,0
74648,0
50097,0
9771,0
15312,0
137178,0
128497,0
113810,0
88503,1
118965,1
124707,1
66677,0
47335,0
123324,0
19434,0
136968,1
101703,1
114065,0
63002,0
136155,1
74238,0
103380,0
8514,0
33916,1
118341,0
73065,1
1868,1
133122,0
10677,1
130065,1
57726,1
58828,0
27404,0
66949,1
97213,1
63187,0
13929,0
116339,0
124583,0
67895,0
117660,0
89258,0
89703,0
102571,1
39525,1
106442,1
67006,1
105217,0
8594,0
13803,0
32655,0
56290,0
35194,0
128623,0
64747,1
113526,0
122959,0
122539,0
65897,1
87944,0
35551,0
58052,0
36700,0
118130,1
102057,0
34126,1
3170,0
51977,0
16718,1
124107,1
107768,1
131987,0
99884,1
49177,0
111435,0
16413,0
7355,0
90371,0
110131,1
56064,0
81679,0
74608,0
80887,0
31150,0
12403,1
12511,1
102260,0
134929,1
53760,0
79521,0
55625,1
28934,0
26240,0
89490,0
32825,0
113237,0
56731,0
82522,0
58724,1
36039,1
66992,0
120400,0
94457,0
82453,1
47249,0
54446,1
127685,0
44368,1
63223,0
66565,0
128675,1
62566,1
125466,1
119740,0
17124,1
16065,1
2208,0
91721,1
86948,0
133261,0
31388,1
88055,0
86548,0
126631,0
44203,0
126101,0
16320,1
9842,1
48487,1
93353,0
110748,0
31751,0
37023,1
81468,1
38032,1
61843,0
126717,0
54654,1
69164,0
90472,0
62295,1
4508,0
55359,1
4356,0
103215,0
